web_scraper_order,web_scraper_start_url,rooms_area_price_raw_1,rooms_area_price_raw_2,rooms_area_price_raw_3,rooms_area_price_raw_4,rooms_area_price_raw_5,price_raw_1,price_raw_2,price_raw_3,price_raw_4,price_raw_5,address_raw_1,address_raw_2,address_raw_3,address_raw_4,address_raw_5,description_raw_1,description_raw_2,description_raw_3,description_raw_4,description_raw_5,text_raw_1,text_raw_2,text_raw_3,text_raw_4,text_raw_5
"1789666064-57","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3.5 Zimmer","89m²","CHF 3'400.–","","","CHF 3'400.–","","","","","Konradstrasse 15b, 8400 Winterthur","","","","","Erstbezug - Ihr neues Zuhause mit grosszügigen Aussenflächen","","","","","Wir vermieten an der Konradstrasse 15 in Winterthur eine attraktive 3.5-Zimmerwohnung mit grosszügigen Aussenflächen.Die Wohnung 15b-001 im Erdgeschoss überzeugt mit einem durchdachten Grundriss, einem grosszügigen Wohn- und Essbereich, zwei Schlafzimmern sowie Aussenflächen mit insgesamt 69 m². Hochwertige Materialien und ein moderner Innenausbau schaffen ein stilvolles Wohnambiente mit besonderem Charakter.Die zentrale Lage nahe Einkaufsmöglichkeiten, Gastronomie und dem Hauptbahnhof Winterthur bietet urbanes Wohnen mit hoher Lebensqualität.Highlights auf einen Blick • Hochwertige Küche mit Electrolux-Geräten (Induktionskochfeld, Kombisteamer und Geschirrspüler) • Eichen-Klötzliparkett im Wohn- und Schlafzimmern • Modernes Badezimmer mit fugenlosem Polyurethanboden • Fussbodenheizung • 3-fach-Isolierverglasung • Elektrische Sonnen- und Sichtschutzsysteme • Video-Gegensprechanlage • Lift vorhanden • Kellerabteil • Fernwärmeanschluss Auf Wunsch können Einstellplätze oder Motorradplätze in der Tiefgarage dazu gemietet werden.Weitere Informationen zum Projekt, das gesamte Wohnungsangebot, verfügbare Besichtigungstermine sowie die Möglichkeit zur direkten Einreichung Ihrer Bewerbung finden Sie unter: www.k15-winterthur.ch.","","","",""
"1789666064-58","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","1 Zimmer","63m²","CHF 1'860.–","","","CHF 1'860.–","","","","","Ida-Sträuli-Strasse 43, 8404 Winterthur","","","","","1-Zimmerwohnung - Ihr zukünftiges Zuhause in Winterthur","","","","","Willkommen bei sue&amp;tilTauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&amp;til legt grossen Wert darauf, Ihnen zahlreiche Highlights und Annehmlichkeiten zu bieten. Sie können sicher sein, dass sue&amp;til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Nach Vereinbarung vermieten wir diese idyllische Wohnung mit folgender Ausstattung:- Offen gestalteter Grundriss für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten als persönliche Wellnessoase- Offene Küche mit Natursteinabdeckung, Glaskeramikherd und Geschirrspüler, welche Ihre Lust zum Kochen weckt- Komfort-Wohnungslüftung mit individueller Steuerung für ein behagliches Wohngefühl- Waschmaschine und Tumbler in der Wohnung zur Erleichterung Ihren Alltags- Kellerabteil als zusätzlichen StauraumDie Bilder stammen von einer Typähnlich Wohnung.Im Neuhegi leben Sie in einem eigenständigen, vielseitigen Arbeits- und Lebensraum, welcher Ihnen eine erstklassige Lebensqualität schenkt. sue&amp;til ist über sämtliche Verkehrsmittel hervorragend mit der Altstadt und dem Hauptbahnhof von Winterthur und den grösseren Städten der Schweiz verbunden. Ob mit Ihrem Auto oder den ÖV, verschiedenste Möglichkeiten können ausgewählt werden, ganz individuell nach Ihren persönlichen Bedürfnissen. sue&amp;til passt für Singles, Paare und Familien - und sogar für Sie und Ihre Freunde, die zusammen eine Wohngemeinschaft gründen wollen. Wir freuen uns auf Sie - Ihr sue&amp;til.","","","",""
"1789666064-59","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3.5 Zimmer","77m²","CHF 2'010.–","","","CHF 2'010.–","","","","","Weberstrasse 91, 8400 Winterthur","","","","","3.5 Zimmer Wohnung im Erdgeschoss","","","","","BESICHTIGUNGEN, FRAGEN UND BEWERBUNGEN ÜBER:https://robinreal.ai/suchen/6a91649e02482f74bb5d58ccWir bieten eine moderne und geräumige 3.5 Zimmer Wohnung im Erdgeschoss an der Weberstrasse 91 in Winterthur an. Mit einer Fläche von 77 m² besticht diese Wohnung durch ihre praktische Raumaufteilung und helle, freundliche Räume. Die Lage an der Weberstrasse ist ausgezeichnet. Sie befinden sich in einem beliebten Wohnquartier mit unmittelbarer Nähe zu Schulen, Läden und Restaurants. Der Altstadt von Winterthur sind Sie schnell zu Fuss erreichbar, wo Sie zahlreiche Museen, Cafés und kulturelle Angebote finden. Die Anfahrt mit öffentlichen Verkehrsmitteln ist optimal - mehrere Buslinien und die Bahnstation Winterthur sind in der Nähe. Auch für Naturliebhaber ist die Gegend perfekt: Parks und Grünanlagen laden zu Spaziergängen ein, und die Eulach fliesst ganz in der Nähe vorbei.Diese Wohnung ist der ideale Ort für alle, die ein ruhiges Zuhause in zentraler Lage suchen.Kaution erforderlich: JaKautionshöhe: CHF 6030","","","",""
"1789666064-60","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","2.5 Zimmer","74m²","CHF 2'420.–","","","CHF 2'420.–","","","","","Eichgutstr. 14, 8400 Winterthur","","","","","Modernes Wohnen, mitten in der schönen Stadt Winterthur","","","","","Diese schöne Wohnung liegt im Zentrum von Winterthur und ist mit jeglichem Komfort ausgestattet. Sie wird vor Neubezug frisch gestrichen und der Parkettboden wird komplett erneuert. Es erwartet Sie eine moderne und offene Küche, ein Badezimmer sowie ein sep. WC mit eigenem Waschturm. Die raumhohen Fenster runden das spezielle Konzept dieser Liegenschaft ab. Auf dem Sitzplatz können Sie sonnige Stunden geniessen. Zur Liegenschaft gehört eine grosszügige Dachterrasse zur Mitbenützung.Könnte das Ihr neues zu Hause sein? Dann freut sich die jetzige Mieterschaft, Ihnen die Wohnung zeigen zu dürfen.Achtung: Bei den Bildern handelt es sich um Musterfotos einer typähnlichen Wohnung.","","","",""
"1789666068-61","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer","151m²","CHF 2'720.–","","","CHF 2'720.–","","","","","Bollstr. 16, 8405 Winterthur","","","","","Exklusive Wohnung auf 2 Etagen ""Mieten ohne Kaution""","","","","","2.OG****- Wohnbereich Parkett- Eltern-/Kinderzimmer Linoleum- offene Küche mit GK/GS- angrenzender Essbereich- Bad/WC mit Doppellavabo und Fenster- Gäste-WC- grosszügige Wandschränke- Balkon3.OG****- Kinderzimmer Linoleum - kleine Terrasse- Dusche/WC- GalerieEinstellplatz CHF 120.00 vorhandenDie Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.","","","",""
"1789666068-62","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3 Zimmer","93m²","CHF 2'580.–","","","CHF 2'580.–","","","","","Claisstr. 9, 8408 Winterthur","","","","","Ihre eigenen vier Wände zum Wohlfühlen","","","","","Nach Vereinbarung vermieten wir diese helle, moderne und ruhige Wohnung in Winterthur Wülflingen: - Helle Wohnung mit toller Raumaufteilung- Wandschrank im Korridor für mehr Platz - Offene Küche mit Geschirrspüler und Glaskeramik - Wohnzimmer, Küche, Korridor und Nasszellen mit Plattenböden- Schlafzimmer mit Parkettböden - Badezimmer mit Doppeltlavabo- Separate Dusche/WC- Sonniger und gemütlicher Balkon - Gute ÖV-Anbindungen - Einkaufmöglichkeiten in der Nähe Die Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular. Sie erhalten anschliessend eine automatische Nachricht mit den erwähnten Informationen. Wir freuen uns auf Ihre Kontaktaufnahme!","","","",""
"1789666068-63","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer","90m²","CHF 2'090.–","","","CHF 2'090.–","","","","","Talackerstr. 55, 8404 Winterthur","","","","","Grosszügige, moderne 3.5 Zimmer-Wohnung ""Mieten ohne Kaution""","","","","","In Oberwinterthur ""Unters Bühl"" vermieten wir diese schöne 3.5 Zimmerwohnung. Profitieren Sie von folgenden Vorzügen:- Schöne, helle Küche mit GK und GS- Helles Badezimmer mit Badewanne und Fenster- Sep. WC mit Lavabo- Küche und Badezimmer: Keramik-Platten (Anthrazit)- Wohn- und Schlafzimmer mit Parkettboden- Praktische Wandschränke im Korridor- Reduit- Kellerabteil- Balkon- LiftDie neuen Spielplatz- und Grillanlagen in der Liegenschaft laden zum Verweilen ein. Schule, Kindergarten und Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe und sind in wenigen Gehminuten zu erreichen. Die Überbauung befindet sich ausserdem an guter Verkehrsanbindung.- Einstellplätze à CHF 120.-/Monat vorhandenUmfassende Sanierung (Küche, Bad etc.) startet im Jahr 2027. Weitere Informationen finden Sie unter: https://www.unteresbuehl-winterthur.ch/sanierung(Die Fotos entsprechen dem Standard)","","","",""
"1789666068-64","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer","108m²","CHF 2'950.–","","","CHF 2'950.–","","","","","Else-Züblin-Strasse 100, 8404 Winterthur","","","","","Moderne 3.5 Zimmer-Wohnung","","","","","LageDas Trendquartier Neuhegi steht für eine familienfreundliche Infrastruktur, kurze Gehdistanzen zu Schulen und einem vor der Türe gelegenen Naherholungsgebiet. Zudem befindet sich auch die International School in Winterthur.Der nah gelegene Eulachpark bietet für jeden etwas, sei es für Spiel, Bewegung, Spaziergänge, Picknicks oder einfach nur um zu entspannen.Die Buslinie Nr. 7 fährt in unmittelbarer Nähe der Überbauung im Viertelstundentakt zum Bahnhof Winterthur. Mit den ÖV erreichen Sie in 30 Minuten Zürich, 20 Minuten den Flughafen, rund 30 Minuten Schaffhausen und in 45 Minuten St. Gallen.Ein Rundgang durch die WohnungDank des 108m2 grossen, durchdachten Grundrisses, finden Sie und Ihre Familie genügend Freiheiten, sich individuell einzurichten und persönliche Rückzugsmöglichkeiten zu schaffen. Zudem verfügt die Wohnung über eine intelligente Raumaufteilung mit geräumigen Zimmer und viel Stauraum. Ein Highlight sind die Loggien, welche zum Verweilen einladen und für ein helles, lichtdurchflutetes Wohnklima sorgen. Weiter bietet Ihnen diese Familienwohnung folgende Vorzüge:- Grosszügige Wohnküche mit Zugang zu den Loggien- 2 Zimmer mit Zugang zur Loggia- 2 Loggien- Badezimmer mit WC und Badewanne- Badezimmer mit Dusche- Garderobe und Wandschränken- Reduit mit Waschturm- Lift bis in die TiefgarageDetailsEin Einstellplatz in der Tiefgarage kann auf Wunsch dazu gemietet werden.Anschreiben. Besichtigen. Mieten.Möchten Sie Ihrer Familie mehr Raum gönnen und in einem Trendquartier wohnen? Dann freuen wir uns auf Ihre Kontaktaufnahme!Als Mieter profitieren Sie von 40% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Bei den publizierten Bildern handelt es sich um typenähnliche/typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/miete","","","",""
"1789666068-65","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","62m²","CHF 1'575.–","","","","CHF 1'575.–","","","","","Scheideggstrasse 14, 8400 Winterthur","","","","","3 Zimmer-Wohnung in Stadtnähe","","","","","3 Zimmer-Wohnung in Stadtnähe Diese ruhige 3 Zimmer-Wohnung im 1. Stock befindet sich an der Scheideggstrasse 14 in Winterthur. 62 m2 laden zum Wohnen und Geniessen ein.Profitieren Sie von den folgenden Vorzügen dieser Wohnung: • Geschlossene Küche mit Fenster • Küche und Nasszelle mit Plattenboden • Wohnzimmer mit hellem Parkett • Zimmer mit Parkett • Wandschränke im Korridor • Balkon • Eigenes Kellerabteil • Waschmaschine und Trocknerraum im Untergeschoss zur Mitbenützung • Lift Bei den Fotos, der virtuellen Tour sowie dem Grundriss handelt es sich um eine ähnliche Wohnung in derselben Liegenschaft.Haben wir Ihr Interesse geweckt? Dann freut sich Silvia Loosli auf Ihre Kontaktaufnahme unter 071 388 90 74 / silvia.loosli@ibsg.ch.","","","",""
"1789666068-66","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer","122m²","CHF 3'190.–","","","CHF 3'190.–","","","","","Etzbergstrasse 27F, 8405 Winterthur","","","","","schöne Maisonette-Wohnung an tollem Standort","","","","","Willkommen in dieser grosszügigen und modernen 4.5-Zimmer-Maisonette-Wohnung an der Etzbergstrasse 27F in Winterthur. Die Wohnung erstreckt sich über zwei Etagen mit einer Wohnfläche von 122 m² und bietet höchsten Wohnkomfort in ruhiger Lage.Die Wohnung bietet unter anderem: • 4.5 Zimmer auf zwei Etagen mit viel Platz und Flexibilität • 2 Badezimmer für maximalen Komfort • Offener Wohn- und Küchenbereich mit moderner Kücheninsel • schöner Balkon mit Sicht ins Grüne • schöne dunkle Parkettböden werden vor Einzug abgeschliffen und neu versiegelt • eigener Waschtrum in der Wohnung • Stauraum Kellerabteil im UG Lage und Infrastruktur: Die Wohnung liegt am Waldrand ca. 5 Minuten vom Vitaparcour. Die Bushaltestelle Seen ist in nur 7 Minuten zu Fuss erreichbar, der Bahnhof Winterthur Seen in 8 Minuten mit guten Zugverbindungen Richtung Winterthur und Zürich. Für den täglichen Bedarf befinden verschiedene Einkaufsmöglichkeiten wie Migros, Aldi, Apotheke etc. in Gehdinstanz. Familien schätzen die Nähe zur Schule Tägelmoos, die ebenfalls nur 7 Minuten zu Fuss entfernt liegt.","","","",""
"1789666068-67","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer","58m²","CHF 1'845.–","","","CHF 1'845.–","","","","","Sulzeral. 51, 8404 Winterthur","","","","","Ob gemeinsam oder allein 2.5 Zimmer-Wohung im ROY Winterthur","","","","","Sind Sie auf der Suche nach einem neuen, modernen zu Hause? Bei uns finden Sie garantiert die perfekte Wohnung, welche Ihren Vorstellungen entspricht.Lassen Sie sich vom hochwertigen Ausbaustandard überzeugen und vereinbaren Sie noch heute einen individuellen Besichtigungstermin.Alle Informationen finden Sie auf unserer Objekthomepage https://www.roy-winterthur.chDie Bilder entsprechen dem Standard einer typähnlichen Musterwohnung. Abweichungen sind möglich.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular. Sie erhalten anschliessend eine automatische Nachricht mit den erwähnten Informationen. Wir freuen uns auf Ihre Kontaktaufnahme!","","","",""
"1789666068-68","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer","65m²","CHF 1'770.–","","","CHF 1'770.–","","","","","Wartstr. 54, 8400 Winterthur","","","","","Sonnige Wohnung an toller Lage!","","","","","Suchen Sie eine Wohnung an zentraler Lage in Winterthur? Dann haben wir hier das perfekte Objekt für SIe!Per 01.11.2026 vermieten wir diese 3.5-Zimmerwohnung an bester Lage in Winterthur:- Parkett im Wohnbereich- moderne Küche mit Glaskeramik und Geschirrspüler- 4 teiliger Wandschrank im Eingangsbereich- sonniger Balkon- in wenigen Gehminuten in der Altstadt- Haustierhaltung auf AnfrageDie Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer genau der angebotenen Wohnung.","","","",""
"1789666068-69","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer","104m²","CHF 2'370.–","","","CHF 2'370.–","","","","","Hegistr. 41e, 8404 Winterthur","","","","","helles, modernes Wohnen in farbigen Umfeld ! *Mieten ohne Kaution*","","","","","- Helle Wohnung- Ganze Wohnung Parkett- Moderne, geschlossene Küche mit Glaskeramik und Geschirrspüler- Grosszügiges Bad/WC mit Doppellavabo und Fenster- Sep. Dusche/WC- Eigene Waschmaschine mit Tumbler- Grosser, sonniger Balkon mit 16 m2- Keller- Bahnhof Oberwinterthur in unmittelbarer Nähe- Einstellplätze für CHF 140.00 vorhandenWeitere Informationen auf www.talwiesen.ch","","","",""
"1789666068-70","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer","58m²","CHF 1'895.–","","","CHF 1'895.–","","","","","Zürcherstrasse 135, 8406 Winterthur","","","","","2.5-Zimmer-Wohnung  Modernes Smart-Home mit Gratis-Internet im Herzen von Winterthur!","","","","","2.5-Zimmer-Wohnung Modernes Smart-Home mit Gratis-Internet im Herzen von Winterthur! Urbanes Wohnen in der Überbauung ""Small World"" Willkommen in der modernen Wohnüberbauung Small World an der Zürcherstrasse 135 in Winterthur. Diese stilvolle 2.5-Zimmer-Wohnung verbindet modernes Design, hohen Wohnkomfort und eine ausgezeichnete Lage ideal für Singles oder Paare, die das Stadtleben in vollen Zügen geniessen möchten. Ihre Highlights auf einen Blick • Gratis-Internet inklusive • Modernes Smart-Home-System • Helle und grosszügige Wohnräume mit viel Tageslicht • Hochwertige, moderne Küche mit zeitgemässen Geräten • Eigene Waschmaschine und Tumbler in der Wohnung • Überdachter Balkon • Lift vorhanden • Moderne und gepflegte Wohnüberbauung Small World • Einkaufsmöglichkeiten, Restaurants und Cafés in unmittelbarer Nähe • Öffentliche Verkehrsmittel nur wenige Gehminuten entfernt • Schnelle Erreichbarkeit der Winterthurer Innenstadt und des Bahnhofs • Ideale Anbindung an das Strassen- und Autobahnnetz Modern wohnen mitten in der Stadt Die Überbauung Small World bietet ein zeitgemässes Wohnkonzept für Menschen, die urbanes Leben mit Komfort verbinden möchten. Die hochwertige Ausstattung, die intelligente Smart-Home-Technologie und die zentrale Lage schaffen ein Zuhause, in dem Sie sich vom ersten Tag an wohlfühlen.Ob für den Arbeitsweg, den Einkauf oder die Freizeit hier wohnen Sie zentral und geniessen gleichzeitig ein modernes und angenehmes Wohnambiente.Vereinbaren Sie noch heute einen Besichtigungstermin wir freuen uns darauf, Ihnen diese attraktive Wohnung persönlich zu zeigen!","","","",""
"1789666068-71","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer","70m²","CHF 1'715.–","","","CHF 1'715.–","","","","","Unterwegli 37, 8404 Winterthur","","","","","2.5-Zimmer-Wohnung mit Sitzplatz! ""Mieten ohne Kaution""","","","","","Im schönen Quartier ""Unters Bühl"" in Oberwinterthur, wird diese 2.5 Zimmerwohnung mit Sitzplatz frei.- Bodenbelag im Wohnbereich: Parkett- Küche und Badezimmer: Keramik-Platten (Anthrazit)- Schöne Küche mit Glaskeramikherd und Geschirrspüler- Helles Badezimmer mit Dusche- Praktische Wandschränke im Korridor- Reduit- Sitzplatz (keine Katzen erlaubt)- Kellerabteil- Lift- Schöner und ruhiger Sitzplatz- Nähe Dorfkern Oberwinterthur- Zentrale LageAutoeinstellplätze in der Tiefgarage können für Fr. 120.00/Monat dazu gemietet werdenUmfassende Sanierung (Küche, Bad etc.) startet im Jahr 2027. Weitere Informationen finden Sie unter: https://www.unteresbuehl-winterthur.ch/sanierungFotos entsprechen dem Standard","","","",""
"1789666068-72","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer","111m²","CHF 2'825.–","","","CHF 2'825.–","","","","","Sulzeral. 65, 8404 Winterthur","","","","","Sie brauchen Platz? - ROY hat ihn!","","","","","3.5 Zimmer Wohnung am Standort: Sulzeral. 65, 8404 WinterthurSind Sie auf der Suche nach einem neuen, modernen zu Hause? Bei uns finden Sie garantiert die perfekte Wohnung, welche Ihren Vorstellungen entspricht.Lassen Sie sich vom hochwertigen Ausbaustandard überzeugen!Alle Informationen finden Sie auf unserer Objekthomepage https://www.roy-winterthur.chDie Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.Sie haben das Objekt bereits besichtigt und möchten sich darauf bewerben? Hier gelangen Sie zur Onlinebewerbung:https://www.mywincasa.ch/candidate/entry/05393.05.6513","","","",""
"1789666068-73","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer","111m²","CHF 2'915.–","","","CHF 2'915.–","","","","","Sulzeral. 65, 8404 Winterthur","","","","","Ihr neues Zuhause im ROY!","","","","","3.5 Zimmer Wohnung am Standort: Sulzeral. 65, 8404 Winterthur- Grosszügiger Grundriss- Moderner Küchenausbau- Lichtdurchflutete Wohnung- Parkett im Wohnbereich und Schlafzimmer- Plattenboden im Bad- Badezimmer mit Waschturm- Separates WC- Garderobe im Eingangsbereich- Gemütliche Loggia- 24h Migros TEO vor dem Haus- Diverse Gewerbe (Café, Imbiss etc.) im Erdgeschoss- Grosser Park in der Nähe- Bushaltestelle vor dem HausDie Bilder zeigen den Standard.Haben wir Ihr Interesse geweckt?Sie haben das Objekt bereits besichtigt und möchten sich darauf bewerben? Hier gelangen Sie zur Onlinebewerbung:https://www.mywincasa.ch/candidate/entry/05393.05.6543","","","",""
"1789666068-74","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer","95m²","CHF 2'660.–","","","CHF 2'660.–","","","","","Seuzacherstr. 13b, 8400 Winterthur","","","","","Modern und zentral! Wohnen über der Shopping-Mall!","","","","","Schöne und moderne Wohnung sucht neuen Bewohner!- Zentrale Lage- Gesamte Wohnung mit Parkett- Offene Küche mit Glaskeramikherd, Geschirrspüler und Backofen- Badezimmer mit Badewanne und separates Badezimmer mit Dusche- Waschmaschine / Tumbler in der Wohnung- Grosser Balkon (Loggia)- Reduit- Kellerabteil- Lift- Minergiewohnüberbauung mit kontrollierter Lüftung- Migros direkt in der Liegenschaft (Einkaufszentrum Rosenberg)- Sehr nahe gelegene Busstation Einstellplatz für CHF 140.- pro Monat Homepage: http://www.james-winterthur.chHaben wir Ihr Interesse geweckt? Für einen Besichtigungstermin, Bewerbungslink sowie weitere Informationen senden Sie uns eine Nachricht via Kontaktformular. Sie erhalten anschliessend eine automatische Nachricht mit den erwähnten Informationen. Wir freuen uns auf Ihre Kontaktaufnahme!","","","",""
"1789666068-75","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer","102m²","CHF 2'302.–","","","CHF 2'302.–","","","","","Reismühlestr. 3, 8409 Winterthur","","","","","Gemütlich und moderne 4.5 Zimmer Wohnung","","","","","Wir Vermieten eine 4.5- Zimmerwohnung in Winterthur. Innert wenigen Gehminuten gelangen Sie zum Bahnhof Oberwinterthur. Auch der Eulachpark ist bequem zu Fuss erreichbar.Ausstattung und allgemeine Eigenschaften der Wohnung:- Helle Räume- Moderne, offene Küche mit Geschirrspüler und Sichtbackofen- Eigener Waschturm (Waschmaschine und Tumbler)- Gäste-WC- Parkett in der ganzen Wohnung- Glasfaseranschluss- Balkon mit Weitsicht- Kellerabteil- Ruhige Wohnlage- Lift vorhanden- Schule in der NäheAllgemeinräume zur Mitbenützung:- Trocknungsraum mit Raumluftwäschetrockner (Secomat)- VeloraumEin Einstellplatz in der Tiefgarage kann zu CHF 140.00 mtl. dazu gemietet werden.Haustiere sind erlaubt und müssen angemeldet werden.Lassen Sie sich diese Wohnung nicht entgehen und vereinbaren Sie noch heute einen Besichtigungstermin über das Inserat!BVK - Die Pensionskasse mit attraktivem Wohnraum in der ganzen Schweiz. Tagesaktuell auf www.bvk-immobilien.ch","","","",""
"1789666068-76","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4 Zimmer","86m²","CHF 2'400.–","","","CHF 2'400.–","","","","","Bankstrasse 8, 12, 8400 Winterthur","","","","","Zentrale Wohnlage gesucht?","","","","","Wir vermieten nach Vereinbarung diese helle 4-Zimmerwohnung direkt im Einkaufszentrum ,Am Stadtgarten' in Winterthur.Die Wohnung befindet sich an idealer Lage und Sie haben eine Inhouse-Grundversorgung mit Coop, MANOR, Apotheke und diversen Arztpraxen. Der Bahnhof Winterthur ist in wenigen Gehminuten erreichbar und in der Nähe hat es zahlreiche Restaurants.Das Mietobjekt mit rund 86m2 im 2.OG verfügt über folgende Eigenschaften:- Wohnbereich und Zimmer mit Parkettboden- Badezimmer mit Badewanne und separates Gäste-WC- Helle Küche mit Herdplatten und viel Stauraum für Ihre Küchenutensilien- Einbauschrank und Garderobe im Korridor- Eigener separater Abstellraum auf derselben Etage- Terrasse zur Mitbenutzung- Waschküche und Trockenraum zur Mitbenutzung mit einer weiteren ParteiBei Bedarf können Parkplätze (sofern verfügbar) in der Tiefgarage separat dazu gemietet werden.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.","","","",""
"1789666068-77","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","7.5 Zimmer","283m²","CHF 4'300.–","","","CHF 4'300.–","","","","","Werdstrasse 7, 8405 Winterthur","","","","","7.5-Zimmer-Hausteil auf 3 Etagen in Winterthur-Seen  hell, gemütlich und zentral","","","","","Wir vermieten, nach Vereinbarung, diesen gemütlichen und lichtdurchfluteten 7.5-Zimmer-Hausteil auf 3 Etagen in Winterthur Seen. In nur wenigen Gehminuten erreichen Sie die Bushaltestelle Hinterdorf Seen. Einkaufsmöglichkeiten wie Migros und Coop befinden sich ebenfalls in unmittelbarer Nähe. Dieser lichtdurchflutete 7.5-Zimmer-Hausteil erstreckt sich über drei Etagen und überzeugt mit viel Charme, sichtbaren Holzelementen und einem durchdachten Grundriss ideal für Paare, Familien oder Wohnen &amp; Arbeiten unter einem Dach.Highlights der Wohnung: • grosse, separate Küche mit modernen Geräte inkl. Geschirrspüler • gemütliches Wohnzimmer mit Kachelofen • separates Esszimmer • helle Zimmer mit Laminatböden • Badezimmer mit Badewanne, Dusche und Doppellavabo • zusätzliche Dusche (separat) • Gäste-WC • zwei Sitzplätze im Aussenbereich Parken • Garagenbox mit Vorplatznutzung auf Wunsch: CHF 180. / Monat Lage &amp; Umgebung • Bushaltestelle Hinterdorf Seen in wenigen Gehminuten • Einkaufen (Migros, Coop) in unmittelbarer Nähe • ruhiges, gewachsenes Quartier mit kurzer Anbindung an Zentrum und Natur Hunde sind bei dieser Liegenschaft nicht gestattet.Hat die Wohnung Ihr Interesse geweckt?Kontaktieren Sie uns über das Kontaktformular, um einen Besichtigungstermin zu vereinbaren wir freuen uns auf Ihre Anfrage!","","","",""
